user_id,product,price,quantity,timestamp
U1407,laptop,725.25,2,2025-08-01 00:00:00
U1154,keyboard,1042.51,4,2025-08-01 00:01:00
U1314,phone,421.07,1,2025-08-01 00:02:00
U1469,phone,1203.37,3,2025-08-01 00:03:00
U1432,keyboard,434.14,3,2025-08-01 00:04:00
U1378,phone,279.05,1,2025-08-01 00:05:00
U1099,mouse,724.96,2,2025-08-01 00:06:00
U1222,laptop,378.64,1,2025-08-01 00:07:00
U1343,phone,191.9,1,2025-08-01 00:08:00
U1104,keyboard,532.92,4,2025-08-01 00:09:00
U1366,phone,722.79,4,2025-08-01 00:10:00
U1031,mouse,1271.87,1,2025-08-01 00:11:00
U1165,mouse,1005.77,3,2025-08-01 00:12:00
U1230,laptop,1475.82,4,2025-08-01 00:13:00
U1338,keyboard,61.68,3,2025-08-01 00:14:00
U1204,phone,355.83,4,2025-08-01 00:15:00
U1211,phone,752.66,2,2025-08-01 00:16:00
U1284,phone,1047.15,4,2025-08-01 00:17:00
U1215,phone,71.56,3,2025-08-01 00:18:00
U1296,phone,1467.3,2,2025-08-01 00:19:00
U1497,tablet,332.63,1,2025-08-01 00:20:00
U1173,phone,527.3,2,2025-08-01 00:21:00
U1019,tablet,531.06,3,2025-08-01 00:22:00
U1464,tablet,709.96,3,2025-08-01 00:23:00
U1287,keyboard,1138.47,2,2025-08-01 00:24:00
U1091,laptop,1274.85,3,2025-08-01 00:25:00
U1209,laptop,135.25,2,2025-08-01 00:26:00
U1471,tablet,662.0,2,2025-08-01 00:27:00
U1472,phone,395.77,3,2025-08-01 00:28:00
U1435,mouse,246.25,1,2025-08-01 00:29:00
U1167,laptop,1141.19,4,2025-08-01 00:30:00
U1205,keyboard,660.94,4,2025-08-01 00:31:00
U1236,phone,1353.36,4,2025-08-01 00:32:00
U1171,mouse,582.09,1,2025-08-01 00:33:00
U1317,phone,1033.93,4,2025-08-01 00:34:00
U1130,laptop,1081.07,4,2025-08-01 00:35:00
U1230,tablet,1173.24,2,2025-08-01 00:36:00
U1487,tablet,951.58,3,2025-08-01 00:37:00
U1084,phone,1313.51,2,2025-08-01 00:38:00
U1434,mouse,254.35,2,2025-08-01 00:39:00
