user_id,product,price,quantity,timestamp
U1043,phone,1150.2,3,2025-08-01 00:00:00
U1047,phone,718.62,4,2025-08-01 00:01:00
U1340,laptop,263.84,4,2025-08-01 00:02:00
U1096,phone,1106.72,1,2025-08-01 00:03:00
U1046,phone,1069.85,2,2025-08-01 00:04:00
U1484,phone,1081.06,3,2025-08-01 00:05:00
U1382,mouse,970.57,4,2025-08-01 00:06:00
U1448,tablet,956.76,2,2025-08-01 00:07:00
U1103,mouse,1366.42,2,2025-08-01 00:08:00
U1246,mouse,464.84,3,2025-08-01 00:09:00
U1107,tablet,1242.33,4,2025-08-01 00:10:00
U1428,tablet,267.38,1,2025-08-01 00:11:00
U1389,mouse,1128.27,2,2025-08-01 00:12:00
U1247,tablet,557.82,2,2025-08-01 00:13:00
U1311,laptop,511.13,4,2025-08-01 00:14:00
U1083,mouse,768.95,2,2025-08-01 00:15:00
U1340,tablet,1279.82,3,2025-08-01 00:16:00
U1419,mouse,781.92,2,2025-08-01 00:17:00
U1472,mouse,1005.99,1,2025-08-01 00:18:00
U1296,tablet,1479.03,4,2025-08-01 00:19:00
U1259,keyboard,1447.14,2,2025-08-01 00:20:00
U1097,mouse,893.27,1,2025-08-01 00:21:00
U1244,tablet,1021.97,1,2025-08-01 00:22:00
U1196,tablet,1105.66,3,2025-08-01 00:23:00
U1252,laptop,1058.22,2,2025-08-01 00:24:00
U1454,tablet,209.09,3,2025-08-01 00:25:00
U1019,keyboard,835.4,2,2025-08-01 00:26:00
U1431,phone,637.4,2,2025-08-01 00:27:00
U1083,laptop,116.96,4,2025-08-01 00:28:00
U1432,keyboard,522.2,2,2025-08-01 00:29:00
U1357,mouse,410.84,4,2025-08-01 00:30:00
U1139,tablet,318.33,1,2025-08-01 00:31:00
U1324,mouse,1045.86,2,2025-08-01 00:32:00
U1113,keyboard,1099.27,3,2025-08-01 00:33:00
U1092,phone,1107.75,1,2025-08-01 00:34:00
U1415,laptop,421.13,2,2025-08-01 00:35:00
U1318,tablet,1125.26,1,2025-08-01 00:36:00
U1092,laptop,707.65,3,2025-08-01 00:37:00
U1437,tablet,814.19,1,2025-08-01 00:38:00
U1280,phone,688.06,4,2025-08-01 00:39:00
U1083,laptop,340.82,1,2025-08-01 00:40:00
U1188,tablet,762.83,2,2025-08-01 00:41:00
U1108,tablet,1181.72,4,2025-08-01 00:42:00
U1111,mouse,126.18,4,2025-08-01 00:43:00
U1060,laptop,1070.24,1,2025-08-01 00:44:00
U1375,laptop,138.64,4,2025-08-01 00:45:00
U1268,mouse,62.08,4,2025-08-01 00:46:00
U1206,phone,200.93,2,2025-08-01 00:47:00
U1285,phone,789.9,1,2025-08-01 00:48:00
U1147,laptop,837.31,1,2025-08-01 00:49:00
U1269,phone,1002.57,3,2025-08-01 00:50:00
U1373,tablet,1287.79,1,2025-08-01 00:51:00
U1326,laptop,170.93,4,2025-08-01 00:52:00
U1324,keyboard,122.47,1,2025-08-01 00:53:00
U1043,keyboard,388.58,1,2025-08-01 00:54:00
U1074,laptop,1093.28,4,2025-08-01 00:55:00
U1076,laptop,1021.28,3,2025-08-01 00:56:00
U1441,phone,1061.1,2,2025-08-01 00:57:00
U1104,phone,717.51,3,2025-08-01 00:58:00
U1003,tablet,1123.73,4,2025-08-01 00:59:00
U1009,keyboard,1133.77,2,2025-08-01 01:00:00
U1408,phone,523.01,3,2025-08-01 01:01:00
U1129,mouse,739.88,4,2025-08-01 01:02:00
U1413,tablet,58.9,3,2025-08-01 01:03:00
U1356,phone,650.42,4,2025-08-01 01:04:00
U1319,laptop,529.8,1,2025-08-01 01:05:00
U1060,phone,258.75,2,2025-08-01 01:06:00
U1089,phone,706.54,1,2025-08-01 01:07:00
U1132,keyboard,1265.45,2,2025-08-01 01:08:00
U1327,mouse,451.99,1,2025-08-01 01:09:00
U1263,laptop,1474.67,4,2025-08-01 01:10:00
U1008,laptop,124.78,1,2025-08-01 01:11:00
U1132,laptop,911.84,4,2025-08-01 01:12:00
U1053,phone,61.67,2,2025-08-01 01:13:00
U1322,tablet,930.57,2,2025-08-01 01:14:00
U1167,tablet,833.31,2,2025-08-01 01:15:00
U1352,mouse,153.89,3,2025-08-01 01:16:00
U1170,mouse,938.5,2,2025-08-01 01:17:00
U1297,keyboard,1443.78,4,2025-08-01 01:18:00
U1157,mouse,1204.2,4,2025-08-01 01:19:00
U1171,phone,176.42,3,2025-08-01 01:20:00
U1333,phone,467.95,2,2025-08-01 01:21:00
