user_id,product,price,quantity,timestamp
U1006,keyboard,602.78,1,2025-08-01 00:00:00
U1175,tablet,1184.45,2,2025-08-01 00:01:00
U1160,laptop,689.79,3,2025-08-01 00:02:00
U1325,laptop,1452.36,1,2025-08-01 00:03:00
U1497,tablet,825.13,2,2025-08-01 00:04:00
U1123,tablet,897.31,3,2025-08-01 00:05:00
U1417,keyboard,1252.98,2,2025-08-01 00:06:00
U1373,laptop,862.55,4,2025-08-01 00:07:00
U1450,keyboard,558.58,2,2025-08-01 00:08:00
U1117,keyboard,1095.27,1,2025-08-01 00:09:00
U1061,tablet,1322.41,1,2025-08-01 00:10:00
U1034,laptop,1244.34,1,2025-08-01 00:11:00
U1414,tablet,1497.54,1,2025-08-01 00:12:00
U1273,laptop,770.01,4,2025-08-01 00:13:00
U1367,mouse,43.8,2,2025-08-01 00:14:00
U1422,keyboard,1357.17,3,2025-08-01 00:15:00
U1192,tablet,1250.67,4,2025-08-01 00:16:00
U1367,phone,935.94,1,2025-08-01 00:17:00
U1145,laptop,128.34,2,2025-08-01 00:18:00
U1168,keyboard,749.67,2,2025-08-01 00:19:00
U1344,phone,1068.17,2,2025-08-01 00:20:00
U1416,tablet,1491.62,2,2025-08-01 00:21:00
U1129,mouse,1296.08,2,2025-08-01 00:22:00
U1457,phone,1032.03,2,2025-08-01 00:23:00
U1420,laptop,73.39,2,2025-08-01 00:24:00
U1310,mouse,935.92,3,2025-08-01 00:25:00
U1188,mouse,996.54,1,2025-08-01 00:26:00
U1049,tablet,1361.85,3,2025-08-01 00:27:00
U1371,laptop,1188.64,1,2025-08-01 00:28:00
U1072,tablet,1346.45,2,2025-08-01 00:29:00
U1205,laptop,678.2,3,2025-08-01 00:30:00
U1461,tablet,1275.66,2,2025-08-01 00:31:00
U1000,mouse,1273.72,2,2025-08-01 00:32:00
U1499,phone,616.04,2,2025-08-01 00:33:00
U1377,tablet,404.85,4,2025-08-01 00:34:00
U1003,mouse,871.64,2,2025-08-01 00:35:00
U1023,phone,1096.94,2,2025-08-01 00:36:00
U1460,tablet,1065.2,2,2025-08-01 00:37:00
U1077,phone,980.89,2,2025-08-01 00:38:00
U1203,tablet,413.99,2,2025-08-01 00:39:00
U1423,laptop,1378.01,1,2025-08-01 00:40:00
U1321,tablet,711.66,1,2025-08-01 00:41:00
U1460,tablet,469.7,1,2025-08-01 00:42:00
U1171,laptop,738.44,1,2025-08-01 00:43:00
U1467,keyboard,308.96,4,2025-08-01 00:44:00
U1318,laptop,33.85,1,2025-08-01 00:45:00
U1214,laptop,1347.56,4,2025-08-01 00:46:00
U1375,laptop,1068.9,1,2025-08-01 00:47:00
U1025,tablet,572.37,1,2025-08-01 00:48:00
U1388,tablet,1124.97,4,2025-08-01 00:49:00
U1167,tablet,617.24,1,2025-08-01 00:50:00
U1299,mouse,174.29,2,2025-08-01 00:51:00
U1140,mouse,1096.29,4,2025-08-01 00:52:00
U1177,tablet,960.92,1,2025-08-01 00:53:00
U1154,phone,1353.95,3,2025-08-01 00:54:00
U1094,laptop,136.71,1,2025-08-01 00:55:00
U1470,keyboard,630.0,3,2025-08-01 00:56:00
U1032,mouse,79.86,4,2025-08-01 00:57:00
U1077,keyboard,1072.98,3,2025-08-01 00:58:00
U1196,tablet,982.06,2,2025-08-01 00:59:00
U1090,phone,366.75,1,2025-08-01 01:00:00
U1174,mouse,166.75,2,2025-08-01 01:01:00
U1165,laptop,408.02,2,2025-08-01 01:02:00
U1093,mouse,1029.91,1,2025-08-01 01:03:00
U1204,keyboard,482.8,3,2025-08-01 01:04:00
U1244,phone,825.22,2,2025-08-01 01:05:00
